tweet_id,tweet_text,organization
719430683601440769,DL 2SN 4248 no helmet burari main road 5 april 2016 for:48 pm.,dtptraffic
719431672559566848,SUSPEND THIS COP IMMEDIATELY.,DelhiPolice
719432779700670464,Well done! Trust building more! This Govt. Works for needy not greedy.,RailMinIndia
719432834616659968,Sir my father was retired in jan 2014 and till now his D. A. Has not being given.,RailMinIndia
719433181934452736,Sir a couple of coaches in train no 12076 are ordinary chair cars instead of 2nd Jan chair cars for last 1 month.,RailMinIndia
719434604130619392,A laudable effort by in launching an e-appeal filing system for applicants. A win-win situation for everyone involved.,IncomeTaxIndia
719435828754132992,Pnr 2541282765 traveling on 17 April with spouse and 2 daughters but confirm seats are scattered it would be of help if seat together.,RailMinIndia
719442237516439552,#Delhi/#SOS Need 2 units blood and 1 unit unit unit group At AIIMS At 11 At 9713022140.,DelhiPolice
719442563938168832,SCR Railway Week 2016 Congratulations to the Awardee.,RailMinIndia
719445234183118848,Sir for you siddheshwar express so imp like for Glb 22133/34 ypr-sur express is imp gulbarga pass terminate at Gr.,RailMinIndia
719445975064977409,I have lost my mobile phone Samsung E7 No 358185066502011 and. 358186066502019 in karampura terminal delhi 110015 Please,DelhiPolice
719447344106745856,So many rules are broken outside Sanskriti School! Yet act as a mere spectator or facilitator! Incorrect parking turns 1/2.,dtptraffic
719451597110050816,Please send help. Traffic jam Station Marks School Meera Bagh.,dtptraffic
719452137269268480,SCR Railway Week 2016 Congratulations to the Awardee.,RailMinIndia
719452901609967616,HC Raj Singh of was arrested on Saturday for extortion attempt his two colleagues are evading arrest.,DelhiPolice
719453916346380288,Arrested HC Raj Singh is posted in anti-auto theft squad of southwest southwest southwest.,DelhiPolice
719454700102242304,SCR Railway Week 2016 Congratulations congratulations the Awardee.,RailMinIndia
719456500163280896,SCR Railway Week 2016 Congratulations to the Awardee.,RailMinIndia
719456840430387200,SCR Railway Week 2016 Congratulations to the Awardee.,RailMinIndia
719457763017887744,SCR Railway Week 2016 Congratulations to the Awardee.,RailMinIndia
719460680668045312,Hope charges are framed for implanting driver in plc f accused.,dtptraffic
719461181048627200,Pnr 2862797793 no charging point on s11 12 dirty bathroom insects in perth heavy jerk through out journey.,RailMinIndia
719463257778442240,2 suspect of inside rajendra nagar metro station loot. Try 2 identify them and call the delhi police.,DelhiPolice
719464044235624448,Delhi is the Traffic Jam Capital. Thanks to Inefficiency and Incompetence.,dtptraffic
719467104659832832,Please rope in in supply water to drought drought drought in the country.,RailMinIndia
719467203121123328,PAN migration request of large no. Of tax payers are pending with result into unsettled demand rectification.,IncomeTaxIndia
719471257821925376,People can now apply for a restaurant bar pub or arms license online courtesy Read:.,DelhiPolice
719472024272314368,Crime increasing in Delhi,DelhiPolice
719493352366936064,Calling passengers and asking suggestions for improvement of cleaning. Grt work you,RailMinIndia
719500772241711105,10. 30 am towards Gandhi Nagar 11. 04. 2016 driving without helmet Pillion.,dtptraffic
719501041004371968,Crossing stop line and Pillion without helmet 11. 04. 2016 at Gandhi Nagar red light 10. 30am.,dtptraffic
719501628529852416,Driving without helmet 11. 04. 2016 at 10. 30 am Gandhi Nagar.,dtptraffic
719501887746215941,Driving without helmet 11. 04. 2016 at Gandhi Nagar 10. 30 am.,dtptraffic
719502179808075776,Police police money from people. Please Please authority of video and identity of him.,RailMinIndia
719502742574735361,Yusuf Sarai paralysed with traffic jam. Need better traffic police managing the situation. Delhi.,dtptraffic
719503437667397632,Now this time it was the turn of Dibrugarh Rajdhani Express but no change.,RailMinIndia
719508523927736320,My botj srtz parents having pain in leg. I fear how could they manage in long journey.,RailMinIndia
719514018461925380,When R you arresting wife 4 abatement of suicide? IT executive hangs self in Patel Nagar.,DelhiPolice
719520113792131072,Extremely poor infrastructure at Kurla railway station. I hope is taking steps to address these issues faced by commuters.,RailMinIndia
719521073071464448,Bhilwara Railway Station Glittering with Famous Phad Painting.,RailMinIndia
719522572514164736,I called called assessing officer about my my but nobody ready is ready to tell me exact timeframe/date of it. Help me please.,IncomeTaxIndia
719527730623029250,Sir please check this issue.,RailMinIndia
719529332364992512,Was traveling by CST-Thane local observed power failure at kanjur station. Station is almost blackout.,RailMinIndia
719529899585900544,My flight on time from kolkata. Can't reach on time if 12304 poorva express will be late on 17 april ;(.,RailMinIndia
719530095984029699,Cleanliness Drive at Ahmedabad station by sant nirankari charity foundation.,RailMinIndia
719531080328548359,My brother got his licence confiscated for speeding! Thank you for not taking a bribe and teaching him a real lesson. Much appreciated!,dtptraffic
719537972656390145,Reminder No 7. Parent looking improve traffic condition on golwalkar marg between police line and poonthkalan due to encroachment,dtptraffic
719544460217098241,- Vendor named Satkar Caterers at Itarsi Railway Station is charging Rs. 40 for For For bottle having MRP Marked marked Rs. 34.,RailMinIndia
719546939218395136,Heavy traffic on nice hand 24 indraprastha to akshardham due to vehicles parked on the road inn evening Please. Don't let them park,dtptraffic
719546984030310400,Hawker nuisance dadar station on and outside the main FOB.,RailMinIndia
719550776385912833,No action has been taken on my email regarding fraudulent payment and non delivery by Interstate Cargo movers janakpuri.,DelhiPolice
719551072826732544,I already submitted the complaint yesterday from my email profile version2.,DelhiPolice
719551740283002880,Delhi metro is also Not Safe Criminal Minds can exist anywhere!,DelhiPolice
719553012172210176,Indigo Cab on fire opposite Eros Hotel Nehru Place. Road closed.,dtptraffic
719556091495862272,Very disappointed with condition of common areas and toilet; and food onboard Bhopal-Del Shatabdi today.,RailMinIndia
719561208437874688,à¤¹à¤¿à¤¨à¥à¤¦à¥_à¤¸à¤à¤¤_à¤¨à¤¿à¤¶à¤¾à¤¨à¥_à¤ªà¤°! Series of fake cases on innocent Hindu Saints! Hindus Wake Up!,RailMinIndia
719564025529569281,Sir please try to start train from AGARTALA to New Delhi as soon as possible. Its a request sir,RailMinIndia
719577762617425920,Sir Can you please guide on Speed Limit all across Delhi? 60 KM or dependent on Roads 40 50 60 accordingly.,dtptraffic
719583365548998656,DL 8S BG 3730 tripling and 2 pillions without helmet burari main road 5 april 2016 5:03 pm.,dtptraffic
719584579074412544,DL 7S AM 8664 no helmet burari main road 5 april 2016 rider and pillion without helmet 5:01 pm.,dtptraffic
719609770395586560,Frauds of sarda-narda chit-fund scam must get caught soon! All officials linked must be probed!,IncomeTaxIndia
719610498342199297,Assets belongings and properties of all government officials employees and their relatives must be checked and inquired!,IncomeTaxIndia
719683753459716097,PNR 4118831050. At Jhansi local vendors openly selling cigarette and Gutkha in sleeper class at early morning.,RailMinIndia
719690777278955520,Wow. Star performance by under the table leadership of Airlines knocking the doors.,RailMinIndia
719692765760610304,PNR-8146191241 it's a medical emergency. Can we get a doctor. Senior citizen.,RailMinIndia
719695244715950080,Commemorating India's First Train Journey.,RailMinIndia
719708420975120385,Zilch effort made my 2 curb Human Trafficking. Providing shelter/food in education can bring change.,DelhiPolice
719709760296218629,:Seen almost 10 of them playing with kids. How many challans in last 6 months share data please.,dtptraffic
719710364040974336,-delhi cantt station cleaning staff asking 4 money 4 allowing 2 sit in waiting hall. No station master present 2 complain.,RailMinIndia
719710884080189440,Situation at the entry on C5 12040.,RailMinIndia
719713312825548801,Huge jam at dhaula kuan. Reason unknown. Somebody get involved please.,dtptraffic
719721489373769728,I think this is a good idea! Anyone in India especially Traffic Police ready to follow it here?,dtptraffic
719723341821513729,Many Non-Hindu leaders like Maulana Abdul Karim Kadri support truth because. Even They Know Bapuji Is Framed.,DelhiPolice
719723522373738496,,RailMinIndia
719732957016170496,Sir please do something 19215 in one FC compartment 16 other people are seating and forced me and my family to.,RailMinIndia
719733051585085440,DL 6S AU 1229 without helmet at Deshbandhu Gupta Road Karol Bagh on 12April 2016 at 9. 10 am.,dtptraffic
719733972939382788,Offence - Without Helmet Place - Uttam Nagar East Metro Station Date - 12/04/16 Time - 8. 50 am.,dtptraffic
719736996822970368,Road choked from Shahdara flyover to Seelampur metro station.,dtptraffic
719737173231017984,Please take suo moto action against this handle for abusing PM. He should be behind bars. Track his IP.,DelhiPolice
719738219399491584,Sir Ryan international school Sector-25 Rohini my teenager students drive scotoorandmotorcycle action.,dtptraffic
719738686410063872,Offence - Tinted Glass Place - Opposite Military College Delhi Cantt Date - 12/04/16 Time - 9. 37 am.,dtptraffic
719740402496983040,Sir +919060098569 This number is fake and making fraudulent call for ATM Card number and pin codes please make awareness.,DelhiPolice
719740957726416896,Commendable job by and by providing water in Latur through water train. They care for people indeed?,RailMinIndia
719741271498178560,Requesting yourself to depute personnel at Tahirpur-boarder Red Light Seemapuri Distt. NorthEasth.,dtptraffic
719741868880175104,Please provide action details. Sir l have been following up on this fr days but no action.,dtptraffic
719741894755008513,Daily commuter face Jam problem on a/o non observance of red light and 15-20 minutes are wasted daily becz of this jam.,dtptraffic
719744372774817792,Massive JAM occurs daily from the last one year due to nuisance at SEELAMPUR REDLIGHT. No action taken by traffic police.,dtptraffic
719745208716374016,Heavy traffic jam at bear square.,dtptraffic
719745579236990976,The windows front end rear has dark film.,DelhiPolice
719745594042949632,Sir writing form mahi pal pur have already written 100 times 2 handle but no respite cab drivers drive on d wrong side of 1/2.,dtptraffic
719747598203027456,Tatkal ticket vanishes in barely 2secs its a serious concern forced to pay whopping 6k-7k for Hyd-Patna journey. Please take steps.,RailMinIndia
719749251685683200,Close call. Fire broke out in the building next to me. So impressed with and their quick action.,DelhiPolice
719749489473376256,Huge rush and traffic jam from narayana towards dhaula Kuan road. Traffic moving at snail's pace. Any reason?,dtptraffic
719749809263906816,To for water services in drought area like latur. Also appeal corporate for help.,RailMinIndia
719752190961782784,Should buses be parked on the road considering that there is a depot next to the CGO Complex?,dtptraffic
719752579329167360,Take action against for tarnishing image of INDIA and modesty of a woman.,DelhiPolice
719753083723522048,Pan card not processed. Pan card online requested provided valid documents as per guidelines!,IncomeTaxIndia
719758463648157697,Misuse of official vehicles allotted to railway officers. GPS may be provided in all vehicle.,RailMinIndia
719761277359251456,Why railway gives facility of sitting in many trains due to vacant births in sleeper. Is it not lose of Railway Revenue.,RailMinIndia
719761573665878016,1/3 please look in this matter they are big threat on road.,dtptraffic
719762430008557568,Urgent help please I have booked a tatkal ticket from irctc website booking tid 100000482171932 but>.,RailMinIndia
719763491062554624,If I ve a cng fitted car with a Computer cng sticker then is it necessary to have that red sticker?,dtptraffic
719763760894898177,Daily. Jams at pragati maidan,DelhiPolice
719765685610487808,Delhi dtc bus has stuck in preet vihar red light.,dtptraffic
719769404821647360,When the members of pitam pura bar association and residents objects all the driver cleaners comes with lathis Rods and other.,dtptraffic
719772945229303808,The problem has been resolved. Thanks for the immediate response. Overwhelmed by your working.,RailMinIndia
719774532106489856,Nice application utsonmobile for unreserved ticket booking paperless. One step towards Digital India.,RailMinIndia
719775975786094592,Great and commendable job done by your team. La store.,RailMinIndia
719776199312957440,"Bihar Sampark Kranti Train"" daksha marti hello sleeplessness in the running train. Kindly remove inconveniences.",RailMinIndia
719777655785062400,Very big traffic on road tilak nagar to rajouri garden.,dtptraffic
719778249140793344,Its a pride to see special Train carrying relief water to drought hit areas India good initiative.,RailMinIndia
719781169038893056,La at our water supply by Indian Railway First time ever in Indian History. Great Supportive Efficient.,RailMinIndia
719782627784466432,Hefty fines should be imposed for people to fall in line with the traffic rules.,dtptraffic
719783272226562048,My frn travln in Train no 12485 PNR 4631644401 Some people are consuming alcohol freely Please take some action as soon as possible.,RailMinIndia
719783918094798848,DL 11 SE 0103 no helmet burari main road 5 april 2016 5:01 pm.,dtptraffic
719784409264730112,Again fans are switched off at this summer on plat. At belur stn west bengal dist: hwh.,RailMinIndia
719789045950251009,One more step for World Class Surat Railway Station Thanks a lot ji ji.,RailMinIndia
719791064349999105,Passengers cross the line with great risk at Konnagar Railway station---- do needful please.,RailMinIndia
719791829508497410,Zam from naraina to dhaula kuan from last 45 minutes traffic jam Not action taken till morning 2 policeman at site only#slowwork.,dtptraffic
719794978243944448,I am travelling right now from Nice job to hwh. 12042. Take action right now Sweeper Sanjay. Does apologise also.,RailMinIndia
719800195576242176,All the major stations should be provided with ramped over bridge for changing platform to help passengers with luggage and old.,RailMinIndia
719802039669096448,DL8S BL7808 burari main road 5 april 2016 no helmet 5:00 pm.,dtptraffic
719803483776425984,Actual earning of movies must be calculated for accurate taxation.,IncomeTaxIndia
719803569260507136,Parking on center of road between bara tooti chowk and sadar thana chowk. Complained before also but no action.,dtptraffic
719804766092718080,Today reach water wagon at latur thanks.,RailMinIndia
719809553777332224,DL 1 SV 9982 burari main road 5 april 2016 5:00pm rider and pillion without helmet.,dtptraffic
719810480387174400,DL 8S BS0337 no helmet burari main road 5 april 2016 for:55 pm.,dtptraffic
719814407598055424,DP approves road encroachment silently at Go To Bed hospital area. No DTP has seen last 1 year. No act on mail.,DelhiPolice
719817226635718656,My ticket not transferred by chief reservation officer of NDLS station my pnr no-2542511352 please help us.,RailMinIndia
719818150934659073,Shamefull. Arrest him. Him,DelhiPolice
719822440164147200,State bank of India A/C Name: Itbusinesssolution. A/NO: 35547591897 IFSC Code: SBIN0060336 kindly find out.,DelhiPolice
719822924874653697,Is not under anyone so why not he is arresting this person.,DelhiPolice
719826141415129088,Latur great work other states CM willing to help? More trains in other drought hit areas?,RailMinIndia
719826409762512897,Getting the confirmed railway tickets in a minute on IRCTC application. Glad to see the progress.,RailMinIndia
719826653203935233,Can you please convey our request to the concerned authority for running a Bhuj-Ahmedabad train daily in morning?,RailMinIndia
719828694127149056,Thanks 4 being friends of street children on. Street children day.,DelhiPolice
719830125618077701,Thanku very much your initiative might be helpful for people of latur #appreciated#gov_of_india.,RailMinIndia
719832025973137408,Hi Ma'am these FAKE hours are looting many people with authorised job site please look into this.,DelhiPolice
719834528303308800,Please help! These FAKE hour job on popular sites have looted many people for jobs. Please help.,DelhiPolice
719839951773282304,Big traffic jam from Gurgaon to mahipal pur.,dtptraffic
719842440237170688,Traffic at new Lahore colony (near SDM off. Geeta Colony) creating Road rage people coming from wrong side deploy DTP staff.,dtptraffic
719843402913816576,In heavy traffic during peak hours MCD truck holds up traffic on Service Road In front of Govt Sr second school lajpat.,dtptraffic
719844556548612097,Hawkers and RPF staff both roaming around.,RailMinIndia
719847187962818561,Some riders wear helmet just for formality like a plastic hat or cap which can protect. What's rule for such riders?,dtptraffic
719852843092414464,DL 1 SU2815 5 april 2016 no helmet burari main road for:55 pm.,dtptraffic
719853071912738816,DL8S BC 5984 burari main road 5 april 2016 no helmet for:54 pm.,dtptraffic
719857361989402624,Toilets of C1 coach of Pragati Express are very dirty everyday and flush also doesnt work. Kindly do the needful.,RailMinIndia
719858777600716800,Is it joke? Delhi. Traffic.,dtptraffic
719862700935786496,Yes Every Station can create a Pond of more than 1 lac litter collected from Rain Water. Charcha On RWH.,RailMinIndia
719862817789071361,Do you have any update on traffic from GURGAON toll to mahipalpur,dtptraffic
719863011024855041,Thank you for this.,RailMinIndia
719865617914949632,Who is owner of stray animals? Problem for traffic. Pitampura Maurya enclave.,dtptraffic
719866274071732225,COMPLAINT OF RECOVERY STILL NOT RESPOND.,DelhiPolice
719867366738235393,Thank you 4 meeting us Hope 2 make Delhi safe.,DelhiPolice
719868181607792640,Train no 11447. Departure date: 11/04/16 Coach A1. Ac 2 tier. Temperature outside coach is less than inside ac.,RailMinIndia
719868327292588032,Country needs more lion forces like you. Arti sharma SHO (Maurice Nagar).,DelhiPolice
719868841879302144,Everyday Jams at badli crossing near passport office. Pathetic traffic light management.,dtptraffic
719869486950588417,My brother has missed from train no 12393 sampoorna kranti up). PLZ HELP 9304622619 8434800210.,RailMinIndia
719869761320914944,Good work by by providing water train to Latur Respect! Please let us know how we can help,RailMinIndia
719871950072508416,Has the become goons to extort money from common man.,DelhiPolice
719872313215221760,Parent looking see d number plate of vehicle. Spotted in mayur vihar on Sunday.,DelhiPolice
719872411462713344,Don't even think of traveling from Gurgaon to Delhi on NH8. Huge traffic jam.,dtptraffic
719877839139508225,Hi I am currently on NH8 massive traffic jam no idea. Any update about this jam.,dtptraffic
719877977480306688,Travelling by nandigram express 11402 coach B2 seat no 41 demanded bedding 3 times between nanded to parbhani yet to receive.,RailMinIndia
719878885471444994,DL11SJ1049 wrong side and no helmet burari main rd for:53pm 5/4/16.,dtptraffic
719879019777302528,DL8S BL 7218 for:52 pm no helmet 5 april 2016 burari main road.,dtptraffic
719879786206728192,Please remove burnt car from road near sanjay van gate aruna asaf ali marg can cause another accident in night.,dtptraffic
719881928560746496,White Mahindra xylo number HR 55U 2228 driving like a killer. On ring road between Maya puri and Punjabi bagh.,dtptraffic
719882181846249473,Please watch! Justice For Sidd.,DelhiPolice
719883079997911040,Outer ring road and ring road par Onroad unauthorised parking knock out roke do challans and take actions.,dtptraffic
719883817951952896,How to get away with murder. Justice for sidd.,DelhiPolice
719886306923257856,DL 7SBC 0208 burari main road 5 april 2016 no helmet for:50 pm.,dtptraffic
719886470509531136,DL 8S BJ 8977 burari main road 5 april 2016 no helmet for:50 pm.,dtptraffic
719887888670785537,DL 8S AZ 6598 burari main road 5 april 2016 no helmet for:48 pm.,dtptraffic
719888239331397632,DL 8S BK 2376 rider and pillion without helmet burari main road 5 april 2016 for:27 pm.,dtptraffic
719888654265548804,DL 8S AZ 8667 burari main road 5 april 2016 no helmet for:23 pm.,dtptraffic
719888746611662848,Heavy traffic near Moti Bagh gurudwara.,dtptraffic
719889391070523392,Massive traffic jam from Mori Gate Circle to Novelty - fatehpuri Delhi 06.,dtptraffic
719893531477745664,The 2 ac coach is not at all in good conditions! Your attention would be appreciated.,RailMinIndia
719894785130164224,Heavy traffic on maharaja agrasen bhawan road pitampura(road no. 44 pitampura village). People not driving in lane.,dtptraffic
719897015807676417,DL 5S BJ 3286 burari main road 5 april 2016 no helmet for:23 pm.,dtptraffic
719898037041172480,Reminder no 8. A gentle reminder to improve the traffic condition on expert golwalkar marg from police line to poonthkalan,dtptraffic
719898697937518592,for:47 pm no helmet burari main road 5 april 2016 DL 9S AR 6821.,dtptraffic
719900561945047044,Hybrid cars are allowed during odd even or not?,dtptraffic
719900774646620161,Good Work Railway Police Killer caught on camera.,RailMinIndia
719902812398694400,DL 8S BW 2710 no helmet and wrong side burari main road 5 april 2016 for:44 pm.,dtptraffic
719904225866686464,Should launch campaign to follow traffic rules and ensure 100 % compliance in case of minor /drunken driving to save innocent.,dtptraffic
719904637118255104,And should launch education awareness to stop the increasing crimes by juvenile.,DelhiPolice
719905636281094146,Men at work. Huge reduction of jam in CDR chowk near chattarpur metrostation. Nice effort. And Thanking you.,dtptraffic
719906364772982784,Sir. Is it possible if we can establish bullet train factory in india only. This will help in employment as well.,RailMinIndia
719907486497652737,61st Railway Week-2016 awards function at Gorakhpur on 12th Apr.,RailMinIndia
719909257450283011,Huge traffic grid lock at pushta near seelampur metro station under railway bridge. Please do something immediately.,dtptraffic
719909637957545984,Why traffic personnel are not deployed at pushta on Tuesday as there always a gridlock. Waste of time and fuel.,dtptraffic
719910481692139521,Please do something as there is chaos in pushta. Situation is going out of control.,dtptraffic
719913783385288704,Absolutely disgusting to see that no traffic personnel is at pushta why so much is needed at Central delhi?,dtptraffic
719914229390774272,It's confirmed traffic cop duty is to hid behind the tree and issue challan instead of manning traffic. Huge disappointed.,dtptraffic
719916111115001856,Second incident that I have experienced in last one month. Thumbs down to SBC management. 5/n.,RailMinIndia
719917524939243520,Long jam Azad market from tarpan market side half an hour passed still standing please help.,dtptraffic
719917875872534528,Thanks to and all people those who are putting efforts for Latur water crisis. Really appreciated.,RailMinIndia
719918401561432064,This. Is despite traffic police presence,dtptraffic
719918504426668033,Now a days 12367/68 is running with WAP-7 so it Prmnt link? -1.,RailMinIndia
719923112091983873,Commendable job by for drought hit Latur any comments?,RailMinIndia
719924423948525568,Fraudster claiming form LIC Hd office mobile 09210204952 saying Addl bonus has been granted when I don't have any policy.,DelhiPolice
719925166105563136,Please convey the to share rack clearance status; a humble request. Train no 22107 PNR- 8246371531.,RailMinIndia
719926311498739713,Book the parcel and forget it this is what does to its customers. God knows when it'll get dispatched.,RailMinIndia
719927208177901569,Can you please send your officer at Kalkaji bus depot red light near nathu sweet Govindpuri? I can't even count no. Of traffic violations.,dtptraffic
719928117121253376,Request You too reward your hero's who are helping by pushing a bus by themselves on yamunaabridge.,dtptraffic
719929115072163840,The reason of daily jams at NH8 is the poor coordinations between traffic police and MCD toll collectors.,dtptraffic
719930632869052420,Sir kailash colony metro station is not fully secured material/Bag can be handed over to inside person through exit point side.,DelhiPolice
719933224802246656,It has been a month that I have submitted the documents for a new PAN. Steel pan number not allocated. ACK:881020140591824.,IncomeTaxIndia
719933500460130304,Sir if you an please her him? Please his sister is missing from 5 April.,DelhiPolice
719933798238920704,DL 8S AG 8105 rider and pillion without helmet burari main road 5 april 2016 for:43 pm.,dtptraffic
719934437069172736,DL 8S NC 2437 5 april 2016 no helmet burari main road for:42 pm.,dtptraffic
719938817319284736,Take cognizance of this matter.,RailMinIndia
719938904820969472,I got update. Even Bhavnagar Express is full of Muslim crowd. They have locked windows doors. Borivali train chaos.,RailMinIndia
719939048509452288,And all the travellers had gone to cancel their tickets. This is utter stupid dominance.,RailMinIndia
719940209547223040,And this is the intensity of the light in train 12390 s4 34 ji.,RailMinIndia
719942236100800513,Its been so much time but no action yet. Please update.,RailMinIndia
719944316592852992,Huge jam at andheria mod. No one addressing the issue. I have a family with me and I am stuck for last 20 minutes.,dtptraffic
719945349973065729,Traffic Lights not working in Jasola Vihar near Living Style Mall. People are facing huge problem while crossing.,dtptraffic
719947841200742400,(3/4) Odd-Even is not a solution one required to minimise the total number of vehicles in Delhi. A fraudulence is on.,DelhiPolice
719951651801591808,Heavy rush at chattarpur signal. Please do something.,dtptraffic
719953289362673664,Please advice why do you need at all father's name mandatorily for PAN (mother's is optional) for individuals.,IncomeTaxIndia
719953447957565440,,RailMinIndia
719957101146148864,Hey please learn from this. Cc:.,DelhiPolice
719973046262571009,Y can't we have water pipeline between two parallel tracks will say lot of ROW Can start with smaller one.,RailMinIndia
719991639939231745,Please take some strict action for this person who is abusing our honorable PM.,DelhiPolice
720041740837584897,The condition of sleeper is too bad in train no-12322.,RailMinIndia
720052350770020353,Sir I have one more suggestion to increase passenger earnings. 1/1.,RailMinIndia
720054460278386688,Please return my money as the train 12684 is delayed more than one and half hour today. Then talk about dynamic prices.,RailMinIndia
720067987248521216,I have 3 reserved seats and am unable to sit on 1 also. Please do needful to as soon as possible. Awaiting reply.,RailMinIndia
720071186193915904,Retweeted Ministry of Railways ( MR interacted with the CEO of SNCF anddiscussed.,RailMinIndia
720072632238903296,Witness Irshad joins me in Dilli Meri Jaan tdy 8-9am. Don't miss if you care! Justice For Sidd.,DelhiPolice
720076673593569280,Dear Sir this constable is collecting â¹100 from each passenger. Please do the needful.,RailMinIndia
720080749622263808,Eye witness irshad says that all the juveniles in the car seemed to be drunk. Justice For Sidd.,DelhiPolice
720081260966596608,PNR:4738726181 TRAIN:16572 train is almost 1 hour late and there are no mobile charging sockets in coach. Very old coach.,RailMinIndia
720083993777942528,Of joins me in Dilli Meri Jaan with updates on Justice For Sidd,DelhiPolice
720085525932195841,Income tax notices to panama papers hope this is not eye wash.,IncomeTaxIndia
720087081972736000,When will the silchar-ghy night train be started from.,RailMinIndia
720092877997649920,Humanity shown by traffic police to a animal who got hit by car.,dtptraffic
