id,urgency,grievance,department
52424,URGENT,"इटहरीदेखि पूर्वाञ्चल विश्वविद्यालय, माेरङ हुँदै पूर्व जाने बाटाे जुन लालभित्तीमा गएर टुङ्गिन्छ, पिच गर्नुपर्‍याे। बीचमा दुइटा ठूला खाेला छन्, त्यसमा पुल हाल्नुपर्‍याे। याे बाटाेलाई वैकल्पिक राजमार्गकाे रुपमा विकास गर्नुप्रयो।","Infrastructure, Utilities & Natural Resources"
52356,HIGHLY URGENT,"Yi bus ma lagani kasko ho?
Kasai sanga janakari chha ki?
Patra patrika, samajik sanjaal ma khasai charcha dekhiyena.
Private companies ko bhaye ta yo vested interest ma sarkar lai fasayejasto lagyo 
@hello_sarkar

Urban geography, urban sociology na bujheka  engineer ko kaam",Municipal Governance & Community Services
52349,HIGHLY URGENT,प्राइभेट केबलकार कम्पनीको शक्तिशाली मान्छेले सिधै जंगलमा धावा अनि दसौं हजार किसानका छोराछोरी हरुका लागि रोजगारी स्थानिय स्तरमै सिर्जना गर्ने राष्ट्रिय गौरवको प्रोजेक्ट चाहिँ अड्काएर राख्ने रुख कटानको अनुमति नदिएर? आखिर कसको स्वार्थमा काम गर्दैछ यो सरकार?,"Infrastructure, Utilities & Natural Resources"
52330,HIGHLY URGENT,राम्रो देश पठाइदिने भन्दै चार करोड ठगी।,"Education, Health & Social Welfare"
52247,HIGHLY URGENT,यस महानगरपालिकाको सुनाकोठी नखिपोट नख्खुडोल गोकुल आवास कान्तिपुर कोलोनीका वासिन्दाले दिनरात यो धुंवाको सास कहिलेसम्म फेर्नुपर्ने हो हजुर?,Municipal Governance & Community Services
51945,HIGHLY URGENT,"जनताको सरकार हो भने आजदेखि नै पुल निर्माणको कार्य सुरुवात होस्। विदेशीका दलालहरु को चोर सरकार हो भने मेरो केही भन्नु छैन।
सिगास गाउँपालिका ७ न्वाघारी खक्कोलामाथि पुल नहुँदा विद्यार्थीहरु जोखिम मोलेर स्कुल जान बाध्य छन्। यो खोलाले ३ जना बालबालिकाहरुको ज्यान लिइसकेको छ। पुल निर्माणमा तदारुकता दिइयोस्।","Infrastructure, Utilities & Natural Resources"
51884,NORMAL,"Kamal Bahadur Thapa
@KamalBahadurT13
·
2h
@hello_sarkar
 
Who is looting the consumer!?
Producer or middleman or government.
The final consumer is paying Nrs 150 for the Indian product with marked price Rs 67.
Its enough and terrific.","Infrastructure, Utilities & Natural Resources"
51834,HIGHLY URGENT,स्थानीय तहको सिफारिस बिना चिनियाँहरूलाई नागरिकता काभ्रे प्रशासनबाट कसको आडमा दिइयो ? वडाध्यक्ष र सचिवले फर्जी नागरिकताको सिफारिस गरेको थियो भने पुलिसले पहिल्यै पक्रि सक्थ्यो । तर तत्कालिन काभ्रे जिल्ला प्रशासनका कर्मचारीहरू अहिलेसम्म किन चोखै ? जवाफ चाहियो,Security & Law Enforcement
51830,HIGHLY URGENT,"पछिल्लो समय नेपालमा विद्युतिय गाडिको प्रयोग वढेको छ । पुर्वि पाहाडि जिल्लाहरू तेह्रथुम,भोजपुर,संखुवासभा,धनकुटा जिल्लालाई केन्द्रमा राखेर सरकारि तवरबाट नै हिलेमा चार्जिङ स्टेसन बनाउन सम्बन्धित निकायको ध्यानआकर्षण गराउदछु","Infrastructure, Utilities & Natural Resources"
51725,HIGHLY URGENT,"यातायात सुरक्षित बनाई नागरिकको जीवन सुरक्षा गर्न राज्यको गैरजिम्मेवारीको पराकाष्ठा नाघिसक्यो। 
धन्न ट्राफिकले न्यूनतम स्रोत, साधन र जनशक्तिका बाबजूद उपस्थिति देखाएको छ र गुनासो गर्ने ठाउँ छ। देशमा न सडक सुरक्षा रणनीति छ,न अधिकारसम्पन्न निकाय नैं छ।","Infrastructure, Utilities & Natural Resources"
51634,HIGHLY URGENT,"सरकारले सूर्यविनायक-रत्नपार्क द्रूत बस चलाउने रे ! यो तमासा गर्नुभन्दा बागमती र मनोहरासहितका करिडोर सडकको दुर्दशा हेरे हुने नि! हरेक मिटरमा खाल्डा छन्, समयमा मर्मत गरिँदैन। काठमाडौंको ट्राफिक जाम घटाउन उपयोगी यी सडकको नियमित मर्मत गर्न के ले रोक्छ सरकारलाई?","Infrastructure, Utilities & Natural Resources"
51474,HIGHLY URGENT,"इन्जिनियरिङ अध्ययन संस्थानका प्राध्यापक निजी कलेजका सञ्चालक
सहायक डिनलगायत पदाधिकारी र अधिकांश प्राध्यापक निजी इन्जिनियरिङ कलेजका लगानीकर्ता, सञ्चालक, प्राज्ञिक सल्लाहकार, निर्देशक, क्याम्पस प्रमुख र अध्यापकको जिम्मेवारीमा",Security & Law Enforcement
51467,NORMAL,"यो ढल सफा गर्दा निस्केको फोहर ""तत्काल"" उठाउने गरि ठेक्का लगाउन नमिल्ने ? हाकिम साप हिडनु परे के गर्ने होला ? करदाता को त मतलब गरिएन/ गरिएन । श्री सरकार 
@hello_sarkar
 करदाताको रकम जम्मा गरेर तलब र गाडि दिने गरेको जानकारि पठाउन पर्यो । कोटेश्वर ।","Infrastructure, Utilities & Natural Resources"
51395,HIGHLY URGENT,"Nepal cricketer Lalit Rajbanshi said, ""I've bat to play in nets, but I don't have a suitable one for international matches. During actual games, I rely on my teammates bats & they lend me their bats. I mostly use Kushal Bhurtel bat.""😑",Municipal Governance & Community Services
51390,NORMAL,"लुम्बिनी,  परासी जिल्ला, रामग्राम नगरपालिका वडा नं १० मा बन्दै गरेको खानेपानी टंकी बर्षौ भैसक्यो सरकार। खाने पानि पिउन कैले पाइएला ?? ढलको पानी कैले सम्म पिउने हामी जनता",Municipal Governance & Community Services
51341,HIGHLY URGENT,M.R.P. Rs.200 र  Rs.110 लेखिएको औषधिलाई क्रमसः Rs.70 र 46 मा बिक्रि गर्दा समेत  औषधि कम्पनी र बिक्रेतालाई समेत उचित मुनाफा प्राप्त हुने रहेछ । तर त्यही औषधी बाहिर  फार्मेसीमा खरिद गर्दा उपभोक्ताले करिब तिनगुना M R P मा खरिद गर्नुपर्ने हुन्छ । किन सरकार?,"Education, Health & Social Welfare"
51339,HIGHLY URGENT,जिल्ला अस्पतालमा सिटि स्क्यान मेसिन जडान गर्न लाई राज्य ले बजेट छुट्याइएको छैन ? अर्घाखाँची बाट सिटि स्क्यान गर्न को लागि भैरहवा आउनु पर्ने यो कस्तो बाध्यता ? यो कस्तो स्वास्थ्य सेवा ?,"Education, Health & Social Welfare"
51334,HIGHLY URGENT,"यो धोबीखोला रूद्रमती पुल , राजा मोटरसाइकल देखि तलतिर मदन भण्डारी कलेज जाने बाटोमा  demolition गरेको झन्डै ५,६ महिना भइसक्दा पनि rubble हटाइएको छैन  जस्ले गर्दा पैदल यात्रुले मोटरको बाटोबाट हिड्न पर्छ। 
यसको केही उपाय तुरून्त गरौँ।",Municipal Governance & Community Services
51295,HIGHLY URGENT,क अनादर मुद्दामा मलेसियाबाट तारिख धाउँदै राजदूत पौडेल? समाचार मा सत्यता छ भने सरकार को ध्यानाकर्षण अनुरोध।,Municipal Governance & Community Services
51236,HIGHLY URGENT,यो समाचार पडदा भ्रष्ट कर्मचारी को सन्जाल कति गहिरो र माथिसम्म बल्झेको देखिन्छ। येस्तै कर्मचारी ले सम्पुर्ण निजामती सेवालाई दाग लगाउछ तेसैले नेपाल सरकारले येस्ता अनियमितता मा प्रत्यक्ष सङ्लग्न लाई कडा कारबाही गर्न अनुरोध।,Municipal Governance & Community Services
51218,HIGHLY URGENT,"पाल सरकारको आधिकारिक इमेल पनि gmail मै काम चलाईदिने ,लज्जा शरणम्: 
@hello_sarkar
 
@EONIndia
 बरु Yahoo नै चलाएर रेकर्ड राख्दिने कि ?",Municipal Governance & Community Services
51064,HIGHLY URGENT,आफ्नै दूतावासको उजुरीले ८७ दिन यूएईको जेलमा थुनिएँ…,Security & Law Enforcement
51045,HIGHLY URGENT,"यो साँगाको झोलुङ्गे पुल प्रबेश गर्नको लागि प्रती ब्यक्ति रु 20 तिरिएको टिकट हो, मान्छेको आवतजावतमा सहज होस भनेर बनाईएको पुलमा जाँदा पनि पैसा तिर्नु पर्छ ? सरासर ठगी होईन?फेरि टिकटमा पनि न मिति छ। कसरी के को आधारमा यो शुल्क लिन पाईन्छ ?",Municipal Governance & Community Services
50919,HIGHLY URGENT,"Daraz बाट online shopping गरेर लेराएको यो सिमि अत्यधिक विषादी प्रयोग गरी preserve गरेको कारण पानीमा १ रात भिजांऊदा दुर्गन्ध आएर फ्रिजमा समेत राख्न मिलेन 
@hello_sarkar
 
@DOCSCP1
 बजारमा यस्ता अखाध्य सामाग्रीहरूको नियमन र अनुगमन गरियोस।आम उपभोक्ताहरूको स्वास्थ्य माथी खेलवाड नगरियोस।","Infrastructure, Utilities & Natural Resources"
50913,HIGHLY URGENT,यो कुन जिल्ला अदालत हो ? नाम किन छैन ।  मैले यो स्क्रिनसट नेपाल सरकारको आधिकारिक पोर्टलबाट लिएको हो ।,Municipal Governance & Community Services
50909,HIGHLY URGENT,"यो ब्यानर राखेको पनि हप्ता दिन हुन लाग्यो, ‘बाटो बन्द रे😂 सेती नदीमा हाम्फाल्ने बाटो हो, महानगरपालिका😡🤔 यस्सो खुट्टा चिप्लिए सेतीमा पुग्छ😥 क्षती भएको २ महिना हुन लाग्दा पनि किन मर्मत नगरेको महानगरपालिका🤔",Municipal Governance & Community Services
50908,HIGHLY URGENT,किर्तिपुर नगरपालिकाले वडा नं २मा बनाएको पिच एउटा झरी पनि थाम्दैन !सडक सडक पानी बग्छ!मैत्रिनगर मा त एउटा पानी जाने ड्रेन पानी छैन!कतिपय ठाउमा सडक ढलान गरेको छ तर दुइवटा सडक जोडेको ठाउमा खाल्डो नजोडेकोले गाडीलाई जोल्ठिंग जोगौना मुश्किल छ !यो नगरपालिका किन यस्तो गर्छ ?,Municipal Governance & Community Services
50904,HIGHLY URGENT,"उपभोक्ता जागरण अभियान, राष्ट्रिय उपभोक्ता मञ्च र उपभोक्ता अनुसन्धान मञ्च,त्यस्तै सरकारी निकाय वाणिज्य विभाग पनि नजिकै छ । आज बिहान मात्र मेरो घरमा आइपुगेको पानीको यो जार र यो कम्पनी  कारवाहीका लागि योग्य छ कि छैन ? छ भने कस्तो र कहिलेसम्म कारवाही होला ? पहलकदमी कसले लिने होला ?","Infrastructure, Utilities & Natural Resources"
50881,HIGHLY URGENT,"कृष्ण मन्दिर,मथुरा
@durgesh697
·
19h
Replying to 
@hello_sarkar
Patan
Krishna mandir
आदर्स कन्या स्कुल अगाडी नास्ताको tent लागेको छ।सेल रोटि ,समोसा,जेरि ,तरकारी उपलब्ध छन।
अरुको दिन भन्दा कम्तिमा तीन गुणा महङो ।
मेलाको मौका छोपेर लुटिराछन।
धेरै मङो छ भन्दा किन नसोधी बसेको भन्छन।","Infrastructure, Utilities & Natural Resources"
50876,HIGHLY URGENT,कोविडको तेस्रो  खोप प्रमाणीकरण को लागि निबेदन थप गरेको १ महिना बढी  भयो । अहिलेसम्म तल को सूचना आउछ । ललितपुर  मा. न . पा को वार्ड -२५ मा खोप लगाएको हो । अहिले तल को सूचना  आउने गरो निबेदन होलान्  कि अल्छी लागेर होला,"Education, Health & Social Welfare"
50872,HIGHLY URGENT,यातायात कार्यालयको अवैध धन्दा को के कुरा गर्नु!लाइसेन्स रिन्यु गर्न ढिला हुदा फाइन लिने तर एक्सपाइरी डेट पुरानै राखेर लाइसेन्स रिन्यु गर्ने सवारीकर पनि जरिवाना गरे पछि नयाँ एक्सपायरी राखेर जारी गर्दैन रिन्यु गर्न दिएको एक्सपायर्ड भई सक्छ स्मार्ट लाइसेन्स हात पर्दैन,"Education, Health & Social Welfare"
50871,HIGHLY URGENT,बजारमा पाइरहेको आयो नुन खुद्रा मुल्य रु २०/- लेखिएको हुन्छ तर पसलहरुले यसलाई खुलेआम रुपमा रु २५/- मा बेचिरहेका छन। मूल्य तोकिएको सामानमा पनि उपभोक्ताले थप रकम तिरिरहनु पर्ने हो ?,"Infrastructure, Utilities & Natural Resources"
50753,HIGHLY URGENT,एकदम मनासिब कुरो विद्युतीय स्कुटर मा नमबर प्लेट अनिबार्य गर्नुपर्ने देखिन्छ किनभने येसले दुर्घटना गरे चोटपटक लाग्ने सम्भावना र क्षती अरु बाईक सरह नै हुन्छ ।संबंधित पक्ष को ध्यानाकर्षण अनुरोध छ।,"Infrastructure, Utilities & Natural Resources"
50750,HIGHLY URGENT,"मेरो राजदूतज्यूसँग व्यक्तिगत रुपमा अझै पनि कुनै प्रतिसोध वा केही छैन । तर, म जस्तो व्यक्तिलाई उहाँले यसरी दुःख दिनुभयो भने अरु कतिलाई दुःख दिनुभयो होला ।”

 आफ्नै दूतावासको उजुरीले ८७ दिन यूएईको जेलमा थुनिएँ…",Municipal Governance & Community Services
50749,HIGHLY URGENT,धोविखोला करिडोरको बाटो बर्षमा ३ पटक सम्म मर्मत गर्दा समेत खाल्डाखुल्डि र जताततै विग्रेको छ। मर्मतमा गम्भिर लापरवाही भएको छ। यो बाटोमा प्रधानमन्त्री वा सम्बन्धित निकायका प्रमुखहरुलाई सवारी गराउनुपर्यो ताकी बाटोको अवस्थाको बारेमा जानकारी होस्।,Municipal Governance & Community Services
50747,HIGHLY URGENT,"सिकिस्त बिरामिलाई अस्पतालका कर्मचारीले डाक्टरकहाँ पठाउनुकोे सट्टा टिकट काटेर पालो कुर्न लगाए।हजुरबुवा र आमाले हारगुहार गरिरहे,कसैले सुनेनन्।सेक्युरिटी गार्डलाई बिन्ति गरे उल्टो झपारेर लाइनमा बस्न आग्रह गरे।ड्युटीमा रहेका प्रहरीलाई आग्रह गरे, प्रहरीले गएर सेक्युरिटीलाई अनुरोध गरे तर सेक्युरिटीले प्रहरीको कुरा पनि सुनेन। अन्तमा कुर्दा कुर्दै कान्ति बाल हस्पिटलको इमर्जेन्सी कक्षमै मकवानपुरकी पाँच वर्षीया बालिका रेजिशा गोपालीको मृत्यु भयो। @hello_सरकार मानवता हराएको समाजमा यस्तो अपराध कति सुन्ने?कति देख्ने?त्यहाँ कार्यरत कर्मचारीलाई तत्काल कडा कारबाही गरियोस। प्रशासनिक लापरबाहिलाई कानुनी दायरामा ल्याईयोस।","Education, Health & Social Welfare"
50600,HIGHLY URGENT,चितवन जिल्लाको दुई पालिका भरतपुर महानगरपालिका र कालिका नगरपालिका जोड्ने तथा कालिका नगरपालिकालाई जिल्ला सदरमुकाम संग जोड्ने सडक पदमपुर-भोजाड जंगलको बाटोको अवस्था अत्यन्तै खराब तथा असुरक्षित रहेको हुदा यो सडकलाई उच्च स्तरीय कालोपत्रे वा ढलान र खगेडी पुलको आसपासमा प्रहरीको सुरक्षा पोष्ट स्थापना गरी सुरक्षित बनाई दीनु हुन हेल्लो सरकार मार्फत नेपाल सरकारलाई हार्दिक अनुरोध गर्दछु,"Infrastructure, Utilities & Natural Resources"
50594,URGENT,रोल्पा अस्पतालमा अनियमितता,Security & Law Enforcement
50555,HIGHLY URGENT,चिनियाँ उत्पादनको म्याद गुज्रिएको दुईवर्षभन्दा बढी भएको सामान नेपाली बजारमा छ्यापछ्याप्ती,"Infrastructure, Utilities & Natural Resources"
50543,HIGHLY URGENT,"हिरासतमै प्रहरीबाट ‘बलात्कार’
डीएसपीबाट भएको भनिएको बलात्कारको घटना पाँच महिनापछि सार्वजनिक
प्रहरीले जाहेरी दर्ता गर्न मानेन।",Security & Law Enforcement
50491,NORMAL,"सरकारी कार्यालयहरूमा ईन्धन बापत आउने बजेटको ब्यापक दुरुपयोग भएको कुरा लाटा गाँडा लाई पनि थाहा छ तसर्थ लगबुक को झण्झट गर्नु भन्दा मोटर साईकल, गाडी, स्कुटी मा जिपिएस जडान गरेर केन्द्रिय नियन्त्रण प्रणालीको बिकास गरि मोनिटर गर्ने सवारीको बेस जिपिएस सिस्टममा राख्ने तथा सफ्टवेयर बनाएर {जस्तै हाजिरी प्रणाली/} गाडी गुडेको आधारमा डिजेल पेट्रोलको निकासा गर्ने जस्तै चार पाङ्ग्रे हो भने १२ को माईलेज भए १४सम्म भन्न सकियो किलो मिटरको आधारमा बितरण गर्ने । यति पनि गर्ने क्षमता छैन छ भने कहिले गर्नुहुन्छ । याद राख्नु सफ्टवेयर १५-२०लाख र एउटा सवारी साधनको ७०००(सात हजार) हेला गरेको कार्यालयमा एउटा गाडी ३ बाईक गर्दा लाग्ने खर्च २८००० ।- बार्षिक बजेट बिनियोजन २लाख तर उसले गर्ने खर्च भनेको मासिक ५हजार बाकी त बिल बनाउने अर्थात् ६००००खर्च १४०००९बचत वा फिल्ड अध्ययन गर्न डराउदैन ।",Municipal Governance & Community Services
50333,HIGHLY URGENT,"चितवनमा, सार्वजनिक यातायातमा सिन्डिकेट छ।
१० किलोमिटरको यात्रा गर्न ३ पटक सवारीसाधन परिवर्तन गर्नुपर्छ। विद्यार्थी,बिरामीले पटकपटक सवारीसाधन चेन्ज गर्दै हिड्नुपर्ने अबस्थामा यहाँको स्थानीय तह जिल्ला प्रशासन यातायात व्यवसायी सामु निर्हियछन केही पहल हेलो सरकार बाट होस्","Education, Health & Social Welfare"
